Replicate,Position_ID,Type,Frame,Cell_ID,Area_um_2,,,,Perimeter,Circularity,,,,Aspect_ratio,Round,Solidity
Rep1,Pos025,Compressed,25,6,1127.397,255,255,255,166.494,0.511,287486.115,100,222615,2.953,0.339,0.827
Rep1,Pos025,Compressed,25,7,492.025,255,255,255,86.185,0.832,125466.449,100,97155,1.217,0.822,0.904
Rep1,Pos025,Compressed,25,8,1189.384,255,255,255,219.662,0.31,303292.912,100,234855,5.384,0.186,0.674
Rep1,Pos025,Compressed,25,9,622.457,255,255,255,104.253,0.72,158726.584,100,122910,1.489,0.671,0.873
Rep1,Pos025,Compressed,25,10,671.531,255,255,255,129.806,0.501,171240.298,100,132600,2.997,0.334,0.796
Rep1,Pos025,Compressed,25,11,1157.099,255,255,255,168.329,0.513,295060.205,100,228480,1.969,0.508,0.763
Rep1,Pos025,Compressed,25,12,565.635,255,255,255,93.555,0.812,144237.02,100,111690,1.162,0.861,0.894
Rep1,Pos025,Compressed,25,13,910.44,255,255,255,129.14,0.686,232162.327,100,179775,1.583,0.632,0.885
Rep1,Pos025,Compressed,25,14,1690.449,255,255,255,199.806,0.532,431064.519,100,333795,1.949,0.513,0.82
Rep1,Pos025,Compressed,25,15,2086.91,255,255,255,239.109,0.459,532162.156,100,412080,3.073,0.325,0.78
Rep1,Pos025,Compressed,25,16,1505.778,255,255,255,198.037,0.482,383973.437,100,297330,3.27,0.306,0.843
Rep1,Pos025,Compressed,25,17,985.342,255,255,255,141.997,0.614,251262.206,100,194565,1.775,0.564,0.85
Rep1,Pos025,Compressed,25,18,1798.927,255,255,255,223.865,0.451,458726.413,100,355215,3.293,0.304,0.834
Rep1,Pos025,Compressed,30,1,1220.378,255,255,255,192.55,0.414,311196.31,100,240975,2.341,0.427,0.765
Rep1,Pos025,Compressed,30,2,1024.084,255,255,255,158.182,0.514,261141.454,100,202215,2.315,0.432,0.779
Rep1,Pos025,Compressed,30,3,1191.967,255,255,255,168.766,0.526,303951.528,100,235365,1.81,0.553,0.763
Rep1,Pos025,Compressed,30,4,1046.038,255,255,255,129.416,0.785,266739.694,100,206550,1.73,0.578,0.934
Rep1,Pos025,Compressed,30,5,720.604,255,255,255,109.189,0.76,183754.012,100,142290,1.641,0.609,0.91
Rep1,Pos025,Compressed,30,6,732.227,255,255,255,114.01,0.708,186717.786,100,144585,1.604,0.623,0.89
Rep1,Pos025,Compressed,30,7,1151.933,255,255,255,186.673,0.415,293742.972,100,227460,2.996,0.334,0.73
Rep1,Pos025,Compressed,30,8,1144.185,255,255,255,187.89,0.407,291767.123,100,225930,3.175,0.315,0.646
Rep1,Pos025,Compressed,30,9,724.478,255,255,255,108.133,0.779,184741.937,100,143055,1.559,0.641,0.909
Rep1,Pos025,Compressed,30,10,654.742,255,255,255,104.253,0.757,166959.29,100,129285,1.493,0.67,0.918
Rep1,Pos025,Compressed,30,11,677.988,255,255,255,98.881,0.871,172886.839,100,133875,1.395,0.717,0.945
Rep1,Pos025,Compressed,30,12,878.155,255,255,255,110.52,0.903,223929.62,100,173400,1.176,0.85,0.956
Rep1,Pos025,Compressed,30,13,2064.957,255,255,255,219.044,0.541,526563.915,100,407745,2.046,0.489,0.84
Rep1,Pos025,Compressed,30,14,1717.569,255,255,255,226.299,0.421,437979.992,100,339150,4.128,0.242,0.778
Rep1,Pos025,Compressed,30,15,984.051,255,255,255,151.478,0.539,250932.898,100,194310,2.891,0.346,0.817
Rep1,Pos025,Compressed,35,1,1198.424,255,255,255,158.021,0.603,305598.07,100,236640,1.578,0.634,0.865
Rep1,Pos025,Compressed,35,2,783.883,255,255,255,121.77,0.664,199890.117,100,154785,2.103,0.476,0.905
Rep1,Pos025,Compressed,35,3,1180.344,255,255,255,145.991,0.696,300987.754,100,233070,1.561,0.641,0.871
Rep1,Pos025,Compressed,35,4,752.889,255,255,255,103.588,0.882,191986.718,100,148665,1.107,0.904,0.934
Rep1,Pos025,Compressed,35,5,1047.329,255,255,255,172.599,0.442,267069.003,100,206805,3.635,0.275,0.777
Rep1,Pos025,Compressed,35,6,1171.304,255,255,255,195.26,0.386,298682.596,100,231285,3.404,0.294,0.677
Rep1,Pos025,Compressed,35,7,1043.455,255,255,255,133.961,0.731,266081.078,100,206040,2.057,0.486,0.917
Rep1,Pos025,Compressed,35,8,719.313,255,255,255,127.694,0.554,183424.703,100,142035,2.419,0.413,0.788
Rep1,Pos025,Compressed,35,9,493.317,255,255,255,87.127,0.817,125795.757,100,97410,1.379,0.725,0.898
Rep1,Pos025,Compressed,35,10,665.074,255,255,255,104.253,0.769,169593.756,100,131325,1.762,0.568,0.905
Rep1,Pos025,Compressed,35,11,692.193,255,255,255,118.67,0.618,176509.23,100,136680,2.694,0.371,0.905
Rep1,Pos025,Compressed,35,12,662.491,255,255,255,109.075,0.7,168935.14,100,130815,1.808,0.553,0.884
Rep1,Pos025,Compressed,35,13,1160.973,255,255,255,178.799,0.456,296048.13,100,229245,1.499,0.667,0.755
Rep1,Pos025,Compressed,35,14,564.344,255,255,255,89.789,0.88,143907.712,100,111435,1.211,0.826,0.924
Rep1,Pos025,Compressed,35,15,839.413,255,255,255,112.679,0.831,214050.372,100,165750,1.415,0.707,0.918
Rep1,Pos025,Compressed,35,16,1996.512,255,255,255,211.95,0.558,509110.577,100,394230,1.62,0.617,0.878
Rep1,Pos025,Compressed,35,17,985.342,255,255,255,162.566,0.469,251262.206,100,194565,2.632,0.38,0.758
Rep1,Pos025,Compressed,40,1,1277.2,255,255,255,179.579,0.498,325685.874,100,252195,1.641,0.609,0.791
Rep1,Pos025,Compressed,40,2,882.03,255,255,255,120.049,0.769,224917.545,100,174165,1.486,0.673,0.904
Rep1,Pos025,Compressed,40,3,1157.099,255,255,255,168.881,0.51,295060.205,100,228480,2.052,0.487,0.78
Rep1,Pos025,Compressed,40,4,769.677,255,255,255,108.248,0.825,196267.726,100,151980,1.439,0.695,0.938
Rep1,Pos025,Compressed,40,5,737.392,255,255,255,105.585,0.831,188035.019,100,145605,1.322,0.756,0.918
Rep1,Pos025,Compressed,40,6,1078.323,255,255,255,131.413,0.785,274972.401,100,212925,1.558,0.642,0.919
Rep1,Pos025,Compressed,40,7,587.589,255,255,255,102.922,0.697,149835.26,100,116025,1.962,0.51,0.866
Rep1,Pos025,Compressed,40,8,672.822,255,255,255,107.078,0.737,171569.606,100,132855,1.248,0.801,0.876
Rep1,Pos025,Compressed,40,9,661.199,255,255,255,115.617,0.622,168605.832,100,130560,1.933,0.517,0.833
Rep1,Pos025,Compressed,40,10,1137.728,255,255,255,157.241,0.578,290120.581,100,224655,2.284,0.438,0.818
Rep1,Pos025,Compressed,40,11,845.87,255,255,255,115.503,0.797,215696.913,100,167025,1.146,0.873,0.91
Rep1,Pos025,Compressed,40,12,1986.181,255,255,255,203.8,0.601,506476.111,100,392190,1.531,0.653,0.845
Rep1,Pos025,Compressed,45,1,1233.292,255,255,255,182.517,0.465,314489.393,100,243525,1.84,0.544,0.772
Rep1,Pos025,Compressed,45,2,796.797,255,255,255,121.656,0.677,203183.199,100,157335,2.148,0.465,0.884
Rep1,Pos025,Compressed,45,3,1040.872,255,255,255,155.909,0.538,265422.461,100,205530,1.059,0.944,0.798
Rep1,Pos025,Compressed,45,4,910.44,255,255,255,140.114,0.583,232162.327,100,179775,1.297,0.771,0.804
Rep1,Pos025,Compressed,45,5,687.027,255,255,255,108.133,0.738,175191.997,100,135660,1.435,0.697,0.89
Rep1,Pos025,Compressed,45,6,1185.51,255,255,255,160.294,0.58,302304.987,100,234090,1.342,0.745,0.864
Rep1,Pos025,Compressed,45,7,1079.615,255,255,255,193.101,0.364,275301.709,100,213180,2.527,0.396,0.644
Rep1,Pos025,Compressed,45,8,530.767,255,255,255,113.62,0.517,135345.697,100,104805,3.359,0.298,0.8
Rep1,Pos025,Compressed,45,9,693.484,255,255,255,117.776,0.628,176838.538,100,136935,1.225,0.816,0.835
Rep1,Pos025,Compressed,45,10,658.617,255,255,255,98.376,0.855,167947.215,100,130050,1.199,0.834,0.917
Rep1,Pos025,Compressed,45,11,818.751,255,255,255,116.169,0.762,208781.44,100,161670,1.222,0.818,0.901
Rep1,Pos025,Compressed,45,12,537.224,255,255,255,91.558,0.805,136992.238,100,106080,1.058,0.945,0.889
Rep1,Pos025,Compressed,45,13,867.824,255,255,255,119.773,0.76,221295.154,100,171360,1.787,0.56,0.902
Rep1,Pos025,Compressed,45,14,1875.12,255,255,255,191.104,0.645,478155.6,100,370260,1.418,0.705,0.884
Rep1,Pos026,Compressed,1,1,1217.795,255,255,255,148.54,0.694,310537.694,100,240465,1.59,0.629,0.878
Rep1,Pos026,Compressed,1,2,1359.849,255,255,255,157.517,0.689,346761.603,100,268515,1.923,0.52,0.869
Rep1,Pos026,Compressed,1,3,1124.814,255,255,255,162.566,0.535,286827.499,100,222105,1.971,0.507,0.782
Rep1,Pos026,Compressed,1,4,1332.73,255,255,255,152.695,0.718,339846.129,100,263160,1.773,0.564,0.895
Rep1,Pos026,Compressed,1,5,665.074,255,255,255,104.643,0.763,169593.756,100,131325,1.613,0.62,0.918
Rep1,Pos026,Compressed,1,6,1514.818,255,255,255,231.739,0.354,386278.595,100,299115,2.508,0.399,0.679
Rep1,Pos026,Compressed,1,7,1831.212,255,255,255,205.958,0.542,466959.119,100,361590,2.27,0.441,0.812
Rep1,Pos026,Compressed,1,8,1219.086,255,255,255,182.517,0.46,310867.002,100,240720,2.095,0.477,0.739
Rep1,Pos026,Compressed,1,9,1301.736,255,255,255,196.316,0.424,331942.731,100,257040,1.849,0.541,0.657
Rep1,Pos026,Compressed,1,10,922.063,255,255,255,151.364,0.506,235126.101,100,182070,1.627,0.615,0.817
Rep1,Pos026,Compressed,1,11,1104.151,255,255,255,164.725,0.511,281558.566,100,218025,1.27,0.787,0.749
Rep1,Pos026,Compressed,1,12,1030.541,255,255,255,193.101,0.347,262787.995,100,203490,2.872,0.348,0.637
Rep1,Pos026,Compressed,1,13,1463.162,255,255,255,198.978,0.464,373106.264,100,288915,2.94,0.34,0.781
Rep1,Pos026,Compressed,5,1,1279.782,255,255,255,150.765,0.708,326344.49,100,252705,2.025,0.494,0.934
Rep1,Pos026,Compressed,5,2,1534.189,255,255,255,147.322,0.888,391218.219,100,302940,1.203,0.831,0.954
Rep1,Pos026,Compressed,5,3,1348.227,255,255,255,144.108,0.816,343797.828,100,266220,1.08,0.926,0.922
Rep1,Pos026,Compressed,5,4,1461.87,255,255,255,146.933,0.851,372776.956,100,288660,1.217,0.822,0.937
Rep1,Pos026,Compressed,5,5,746.432,255,255,255,134.237,0.521,190340.177,100,147390,2.002,0.5,0.752
Rep1,Pos026,Compressed,5,6,555.304,255,255,255,101.315,0.68,141602.554,100,109650,2.353,0.425,0.9
Rep1,Pos026,Compressed,5,7,661.199,255,255,255,127.533,0.511,168605.832,100,130560,2.971,0.337,0.809
Rep1,Pos026,Compressed,5,8,2015.883,255,255,255,228.021,0.487,514050.201,100,398055,2.82,0.355,0.813
Rep1,Pos026,Compressed,5,9,1394.717,255,255,255,197.371,0.45,355652.926,100,275400,1.196,0.836,0.8
Rep1,Pos026,Compressed,5,10,1443.791,255,255,255,169.546,0.631,368166.64,100,285090,1.913,0.523,0.86
Rep1,Pos026,Compressed,5,11,1579.388,255,255,255,201.137,0.491,402744.008,100,311865,2.975,0.336,0.819
Rep1,Pos026,Compressed,5,12,1268.16,255,255,255,212.777,0.352,323380.716,100,250410,3.365,0.297,0.616
Rep1,Pos026,Compressed,5,13,1006.004,255,255,255,123.767,0.825,256531.138,100,198645,1.521,0.658,0.936
Rep1,Pos026,Compressed,5,14,2108.864,255,255,255,264.433,0.379,537760.396,100,416415,1.53,0.654,0.764
Rep1,Pos026,Compressed,5,15,1012.461,255,255,255,118.442,0.907,258177.68,100,199920,1.375,0.727,0.959
Rep1,Pos026,Compressed,5,16,1286.239,255,255,255,191.932,0.439,327991.032,100,253980,4.118,0.243,0.778
Rep1,Pos026,Compressed,5,17,1487.699,255,255,255,230.341,0.352,379363.121,100,293760,4.594,0.218,0.693
Rep1,Pos026,Compressed,5,18,670.239,255,255,255,112.289,0.668,170910.989,100,132345,2.399,0.417,0.866
Rep1,Pos026,Compressed,5,19,1713.694,255,255,255,193.767,0.574,436992.067,100,338385,2.533,0.395,0.847
Rep1,Pos026,Compressed,5,20,800.671,255,255,255,109.74,0.835,204171.124,100,158100,1.621,0.617,0.941
Rep1,Pos026,Compressed,5,21,789.048,255,255,255,130.081,0.586,201207.35,100,155805,2.615,0.382,0.843
Rep1,Pos026,Compressed,5,22,484.277,255,255,255,83.912,0.864,123490.599,100,95625,1.571,0.637,0.942
Rep1,Pos026,Compressed,5,23,906.566,255,255,255,160.179,0.444,231174.402,100,179010,3.016,0.332,0.76
Rep1,Pos026,Compressed,5,24,884.612,255,255,255,121.104,0.758,225576.161,100,174675,1.647,0.607,0.893
Rep1,Pos026,Compressed,10,1,760.638,255,255,255,136.624,0.512,193962.568,100,150195,2.604,0.384,0.772
Rep1,Pos026,Compressed,10,2,2125.653,255,255,255,216.495,0.57,542041.404,100,419730,2.617,0.382,0.843
Rep1,Pos026,Compressed,10,3,1478.659,255,255,255,159.352,0.732,377057.963,100,291975,2.158,0.463,0.937
Rep1,Pos026,Compressed,10,4,1589.72,255,255,255,158.297,0.797,405378.474,100,313905,1.194,0.838,0.915
Rep1,Pos026,Compressed,10,5,1359.849,255,255,255,151.478,0.745,346761.603,100,268515,1.483,0.674,0.918
Rep1,Pos026,Compressed,10,6,856.201,255,255,255,138.231,0.563,218331.38,100,169065,1.885,0.53,0.808
Rep1,Pos026,Compressed,10,7,1398.592,255,255,255,155.634,0.726,356640.851,100,276165,1.52,0.658,0.908
Rep1,Pos026,Compressed,10,8,1544.52,255,255,255,199.92,0.486,393852.685,100,304980,2.078,0.481,0.806
Rep1,Pos026,Compressed,10,9,858.784,255,255,255,113.735,0.834,218989.996,100,169575,1.193,0.838,0.937
Rep1,Pos026,Compressed,10,10,1461.87,255,255,255,149.871,0.818,372776.956,100,288660,1.394,0.717,0.932
Rep1,Pos026,Compressed,10,11,984.051,255,255,255,127.143,0.765,250932.898,100,194310,1.801,0.555,0.922
Rep1,Pos026,Compressed,10,12,1279.782,255,255,255,165.391,0.588,326344.49,100,252705,2.591,0.386,0.837
Rep1,Pos026,Compressed,10,13,1637.501,255,255,255,210.067,0.466,417562.88,100,323340,3.009,0.332,0.739
Rep1,Pos026,Compressed,10,14,2278.038,255,255,255,253.069,0.447,580899.779,100,449820,2.824,0.354,0.726
Rep1,Pos026,Compressed,10,15,1309.485,255,255,255,143.604,0.798,333918.581,100,258570,1.637,0.611,0.927
Rep1,Pos026,Compressed,10,16,1507.07,255,255,255,185.227,0.552,384302.745,100,297585,2.359,0.424,0.838
Rep1,Pos026,Compressed,10,17,1501.904,255,255,255,205.293,0.448,382985.512,100,296565,3.375,0.296,0.752
Rep1,Pos026,Compressed,10,18,1091.237,255,255,255,123.653,0.897,278265.484,100,215475,1.316,0.76,0.958
Rep1,Pos026,Compressed,10,19,1038.29,255,255,255,148.815,0.589,264763.845,100,205020,2.264,0.442,0.872
Rep1,Pos026,Compressed,10,20,1241.04,255,255,255,182.632,0.468,316465.242,100,245055,3.408,0.293,0.784
Rep1,Pos026,Compressed,10,21,768.386,255,255,255,118.166,0.692,195938.418,100,151725,2.013,0.497,0.907
Rep1,Pos026,Compressed,10,22,803.254,255,255,255,107.192,0.878,204829.741,100,158610,1.248,0.802,0.943
Rep1,Pos026,Compressed,10,23,1725.317,255,255,255,252.08,0.341,439955.842,100,340680,3.738,0.268,0.632
Rep1,Pos026,Compressed,10,24,1625.879,255,255,255,211.95,0.455,414599.105,100,321045,2.831,0.353,0.724
Rep1,Pos026,Compressed,10,25,816.168,255,255,255,115.617,0.767,208122.823,100,161160,1.488,0.672,0.904
Rep1,Pos026,Compressed,10,26,843.287,255,255,255,107.858,0.911,215038.297,100,166515,1.171,0.854,0.954
Rep1,Pos026,Compressed,10,27,526.893,255,255,255,86.461,0.886,134357.772,100,104040,1.167,0.857,0.932
Rep1,Pos026,Compressed,10,28,880.738,255,255,255,115.617,0.828,224588.237,100,173910,1.087,0.92,0.936
Rep1,Pos026,Compressed,15,1,785.174,255,255,255,127.419,0.608,200219.425,100,155040,2.099,0.476,0.813
Rep1,Pos026,Compressed,15,2,790.34,255,255,255,134.19,0.552,201536.658,100,156060,3.202,0.312,0.871
Rep1,Pos026,Compressed,15,3,1362.432,255,255,255,170.488,0.589,347420.219,100,269025,1.978,0.506,0.852
Rep1,Pos026,Compressed,15,4,993.09,255,255,255,145.877,0.586,253238.056,100,196095,2.068,0.484,0.816
Rep1,Pos026,Compressed,15,5,1421.837,255,255,255,179.465,0.555,362568.4,100,280755,1.52,0.658,0.854
Rep1,Pos026,Compressed,15,6,1237.166,255,255,255,168.605,0.547,315477.318,100,244290,2.215,0.451,0.828
Rep1,Pos026,Compressed,15,7,800.671,255,255,255,123.815,0.656,204171.124,100,158100,2.551,0.392,0.896
Rep1,Pos026,Compressed,15,8,746.432,255,255,255,112.955,0.735,190340.177,100,147390,1.426,0.701,0.898
Rep1,Pos026,Compressed,15,9,1809.258,255,255,255,219.595,0.471,461360.879,100,357255,1.411,0.709,0.79
Rep1,Pos026,Compressed,15,10,1291.405,255,255,255,181.966,0.49,329308.265,100,255000,3.249,0.308,0.824
Rep1,Pos026,Compressed,15,11,1432.168,255,255,255,214.774,0.39,365202.866,100,282795,4.282,0.234,0.714
Rep1,Pos026,Compressed,15,12,1075.74,255,255,255,125.926,0.852,274313.785,100,212415,1.489,0.672,0.939
Rep1,Pos026,Compressed,15,13,913.023,255,255,255,120.829,0.786,232820.943,100,180285,1.695,0.59,0.924
Rep1,Pos026,Compressed,15,14,1153.225,255,255,255,160.455,0.563,294072.28,100,227715,1.503,0.665,0.799
Rep1,Pos026,Compressed,15,15,1557.434,255,255,255,201.641,0.481,397145.767,100,307530,1.773,0.564,0.788
Rep1,Pos026,Compressed,15,16,777.426,255,255,255,111.072,0.792,198243.575,100,153510,1.551,0.645,0.925
Rep1,Pos026,Compressed,15,17,504.939,255,255,255,85.91,0.86,128759.532,100,99705,1.274,0.785,0.932
Rep1,Pos026,Compressed,20,1,737.392,255,255,255,140.78,0.468,188035.019,100,145605,1.697,0.589,0.724
Rep1,Pos026,Compressed,20,2,750.306,255,255,255,133.296,0.531,191328.102,100,148155,2.188,0.457,0.77
Rep1,Pos026,Compressed,20,3,951.765,255,255,255,148.54,0.542,242700.191,100,187935,1.533,0.652,0.79
Rep1,Pos026,Compressed,20,4,1362.432,255,255,255,188.832,0.48,347420.219,100,269025,1.697,0.589,0.803
Rep1,Pos026,Compressed,20,5,758.055,255,255,255,109.74,0.791,193303.951,100,149685,1.839,0.544,0.931
Rep1,Pos026,Compressed,20,6,816.168,255,255,255,128.084,0.625,208122.823,100,161160,1.24,0.807,0.793
Rep1,Pos026,Compressed,20,7,1080.906,255,255,255,147.208,0.627,275631.018,100,213435,2.13,0.469,0.896
Rep1,Pos026,Compressed,20,8,1275.908,255,255,255,212.615,0.355,325356.566,100,251940,2.039,0.49,0.668
Rep1,Pos026,Compressed,20,9,1212.629,255,255,255,192.873,0.41,309220.461,100,239445,4.312,0.232,0.73
Rep1,Pos026,Compressed,20,10,1111.9,255,255,255,140.39,0.709,283534.416,100,219555,1.408,0.71,0.874
Rep1,Pos026,Compressed,20,11,1057.661,255,255,255,126.981,0.824,269703.469,100,208845,1.223,0.818,0.917
Rep1,Pos026,Compressed,20,12,875.573,255,255,255,116.835,0.806,223271.004,100,172890,1.549,0.645,0.923
Rep1,Pos026,Compressed,20,13,736.101,255,255,255,106.251,0.819,187705.711,100,145350,1.06,0.944,0.917
Rep1,Pos026,Compressed,20,14,698.65,255,255,255,128.313,0.533,178155.771,100,137955,3.313,0.302,0.885
Rep1,Pos026,Compressed,20,15,1091.237,255,255,255,165.001,0.504,278265.484,100,215475,2.379,0.42,0.792
Rep1,Pos026,Compressed,20,16,484.277,255,255,255,82.305,0.898,123490.599,100,95625,1.067,0.937,0.932
Rep1,Pos026,Compressed,20,17,708.981,255,255,255,107.468,0.771,180790.237,100,139995,1.693,0.591,0.904
Rep1,Pos026,Compressed,20,18,916.898,255,255,255,116.835,0.844,233808.868,100,181050,1.054,0.949,0.917
Rep1,Pos026,Compressed,25,1,693.484,255,255,255,137.841,0.459,176838.538,100,136935,3.486,0.287,0.765
Rep1,Pos026,Compressed,25,2,725.77,255,255,255,112.679,0.718,185071.245,100,143310,1.773,0.564,0.894
Rep1,Pos026,Compressed,25,3,949.183,255,255,255,141.056,0.599,242041.575,100,187425,2.266,0.441,0.867
Rep1,Pos026,Compressed,25,4,716.73,255,255,255,108.638,0.763,182766.087,100,141525,2.027,0.493,0.936
Rep1,Pos026,Compressed,25,5,1115.774,255,255,255,162.566,0.531,284522.341,100,220320,3.02,0.331,0.826
Rep1,Pos026,Compressed,25,6,716.73,255,255,255,105.861,0.804,182766.087,100,141525,1.263,0.792,0.919
Rep1,Pos026,Compressed,25,7,742.558,255,255,255,130.471,0.548,189352.252,100,146625,2.078,0.481,0.766
Rep1,Pos026,Compressed,25,8,774.843,255,255,255,123.653,0.637,197584.959,100,153000,1.438,0.695,0.809
Rep1,Pos026,Compressed,25,9,835.539,255,255,255,122.987,0.694,213062.447,100,164985,1.838,0.544,0.873
Rep1,Pos026,Compressed,25,10,1305.61,255,255,255,205.797,0.387,332930.656,100,257805,2.389,0.419,0.726
Rep1,Pos026,Compressed,25,11,1061.535,255,255,255,157.355,0.539,270691.394,100,209610,2.342,0.427,0.82
Rep1,Pos026,Compressed,25,12,1228.126,255,255,255,187.614,0.438,313172.16,100,242505,2.546,0.393,0.693
Rep1,Pos026,Compressed,25,13,772.26,255,255,255,105.423,0.873,196926.342,100,152490,1.102,0.907,0.947
Rep1,Pos026,Compressed,25,14,721.895,255,255,255,107.306,0.788,184083.32,100,142545,1.92,0.521,0.947
Rep1,Pos026,Compressed,25,15,477.82,255,255,255,83.912,0.853,121844.058,100,94350,1.334,0.749,0.902
Rep1,Pos026,Compressed,25,16,1177.761,255,255,255,173.702,0.491,300329.137,100,232560,2.876,0.348,0.82
Rep1,Pos026,Compressed,25,17,1168.721,255,255,255,218.721,0.307,298023.98,100,230775,5.451,0.183,0.685
Rep1,Pos026,Compressed,30,1,756.763,255,255,255,118.166,0.681,192974.643,100,149430,1.24,0.806,0.869
Rep1,Pos026,Compressed,30,2,822.625,255,255,255,110.13,0.852,209769.365,100,162435,1.367,0.732,0.944
Rep1,Pos026,Compressed,30,3,692.193,255,255,255,104.919,0.79,176509.23,100,136680,1.595,0.627,0.923
Rep1,Pos026,Compressed,30,4,795.505,255,255,255,129.53,0.596,202853.891,100,157080,1.805,0.554,0.796
Rep1,Pos026,Compressed,30,5,1379.22,255,255,255,179.855,0.536,351701.227,100,272340,2.294,0.436,0.831
Rep1,Pos026,Compressed,30,6,1065.409,255,255,255,160.179,0.522,271679.318,100,210375,2.651,0.377,0.813
Rep1,Pos026,Compressed,30,7,745.141,255,255,255,112.907,0.735,190010.869,100,147135,1.905,0.525,0.902
Rep1,Pos026,Compressed,30,8,976.302,255,255,255,131.803,0.706,248957.048,100,192780,1.8,0.556,0.895
Rep1,Pos026,Compressed,30,9,1044.747,255,255,255,164.449,0.485,266410.386,100,206295,1.945,0.514,0.74
Rep1,Pos026,Compressed,30,10,768.386,255,255,255,114.172,0.741,195938.418,100,151725,1.701,0.588,0.895
Rep1,Pos026,Compressed,30,11,803.254,255,255,255,122.207,0.676,204829.741,100,158610,2.174,0.46,0.857
Rep1,Pos026,Compressed,30,12,1274.617,255,255,255,203.686,0.386,325027.257,100,251685,2.147,0.466,0.698
Rep1,Pos026,Compressed,30,13,1040.872,255,255,255,163.394,0.49,265422.461,100,205530,2.444,0.409,0.764
Rep1,Pos026,Compressed,30,14,1201.007,255,255,255,175.861,0.488,306256.686,100,237150,1.794,0.557,0.758
Rep1,Pos026,Compressed,30,15,993.09,255,255,255,126.753,0.777,253238.056,100,196095,1.839,0.544,0.938
Rep1,Pos026,Compressed,30,16,780.009,255,255,255,110.796,0.798,198902.192,100,154020,1.515,0.66,0.923
Rep1,Pos026,Compressed,30,17,712.856,255,255,255,110.13,0.739,181778.162,100,140760,1.695,0.59,0.885
Rep1,Pos026,Compressed,30,18,1158.39,255,255,255,172.371,0.49,295389.514,100,228735,3.064,0.326,0.812
Rep1,Pos026,Compressed,30,19,1154.516,255,255,255,184.286,0.427,294401.589,100,227970,3.157,0.317,0.674
Rep1,Pos026,Compressed,35,1,760.638,255,255,255,130.357,0.562,193962.568,100,150195,1.624,0.616,0.844
Rep1,Pos026,Compressed,35,2,829.082,255,255,255,110.682,0.85,211415.906,100,163710,1.242,0.805,0.932
Rep1,Pos026,Compressed,35,3,617.292,255,255,255,122.55,0.517,157409.351,100,121890,3.249,0.308,0.854
Rep1,Pos026,Compressed,35,4,809.711,255,255,255,116.445,0.75,206476.282,100,159885,1.723,0.581,0.884
Rep1,Pos026,Compressed,35,5,693.484,255,255,255,106.136,0.774,176838.538,100,136935,1.335,0.749,0.879
Rep1,Pos026,Compressed,35,6,1089.946,255,255,255,147.208,0.632,277936.175,100,215220,2.274,0.44,0.865
Rep1,Pos026,Compressed,35,7,1467.036,255,255,255,223.589,0.369,374094.189,100,289680,1.261,0.793,0.867
Rep1,Pos026,Compressed,35,8,910.44,255,255,255,126.316,0.717,232162.327,100,179775,1.732,0.577,0.899
Rep1,Pos026,Compressed,35,9,905.275,255,255,255,122.322,0.76,230845.094,100,178755,1.571,0.636,0.892
Rep1,Pos026,Compressed,35,10,897.526,255,255,255,140.39,0.572,228869.244,100,177225,1.66,0.602,0.841
Rep1,Pos026,Compressed,35,11,340.931,255,255,255,73.604,0.791,86937.382,100,67320,1.153,0.867,0.898
Rep1,Pos026,Compressed,35,12,1204.881,255,255,255,177.858,0.479,307244.611,100,237915,1.649,0.607,0.839
Rep1,Pos026,Compressed,35,13,1239.749,255,255,255,165.001,0.572,316135.934,100,244800,1.699,0.589,0.822
Rep1,Pos026,Compressed,35,14,1238.457,255,255,255,154.968,0.648,315806.626,100,244545,1.546,0.647,0.837
Rep1,Pos026,Compressed,35,15,774.843,255,255,255,105.195,0.88,197584.959,100,153000,1.09,0.917,0.94
Rep1,Pos026,Compressed,35,16,1070.575,255,255,255,177.42,0.427,272996.552,100,211395,3.642,0.275,0.756
Rep1,Pos026,Compressed,35,17,1434.751,255,255,255,240.373,0.312,365861.482,100,283305,2.44,0.41,0.611
Rep1,Pos026,Compressed,40,1,830.373,255,255,255,115.617,0.781,211745.214,100,163965,1.185,0.844,0.907
Rep1,Pos026,Compressed,40,2,543.681,255,255,255,86.461,0.914,138638.779,100,107355,1.399,0.715,0.946
Rep1,Pos026,Compressed,40,3,725.77,255,255,255,102.761,0.864,185071.245,100,143310,1.159,0.863,0.945
Rep1,Pos026,Compressed,40,4,670.239,255,255,255,101.039,0.825,170910.989,100,132345,1.214,0.824,0.925
Rep1,Pos026,Compressed,40,5,919.48,255,255,255,128.474,0.7,234467.485,100,181560,1.134,0.882,0.86
Rep1,Pos026,Compressed,40,6,1034.415,255,255,255,137.29,0.69,263775.92,100,204255,2.154,0.464,0.885
Rep1,Pos026,Compressed,40,7,746.432,255,255,255,113.459,0.729,190340.177,100,147390,1.735,0.576,0.912
Rep1,Pos026,Compressed,40,8,715.438,255,255,255,109.74,0.747,182436.779,100,141270,1.505,0.664,0.904
Rep1,Pos026,Compressed,40,9,862.659,255,255,255,115.893,0.807,219977.921,100,170340,1.226,0.816,0.911
Rep1,Pos026,Compressed,40,10,1332.73,255,255,255,181.186,0.51,339846.129,100,263160,1.67,0.599,0.791
